photometry,cell,date,JQ-1,CC-90009,viability
0.3980833333333334,Karpas299,20250120,16000.0,0.0,0.4053457785320323
0.5350833333333334,Karpas299,20250120,4000.0,0.0,0.544845142129826
0.6310833333333332,Karpas299,20250120,1000.0,0.0,0.6425965210012727
0.8200833333333333,Karpas299,20250120,250.0,0.0,0.8350445481544335
0.9415833333333332,Karpas299,20250120,62.5,0.0,0.9587611370386083
0.9590833333333333,Karpas299,20250120,15.625,0.0,0.9765803988120492
0.9815833333333333,Karpas299,20250120,0.0,0.0,0.9994908782350445
0.008083333333333331,Karpas299,20250120,256000.0,0.0,0.008230801866779804
0.04158333333333333,Karpas299,20250120,64000.0,0.0,0.04234196011879508
0.41958333333333336,Karpas299,20250120,16000.0,0.0,0.4272380144251167
0.5050833333333333,Karpas299,20250120,4000.0,0.0,0.5142978362324989
0.6025833333333332,Karpas299,20250120,1000.0,0.0,0.613576580398812
0.7855833333333333,Karpas299,20250120,250.0,0.0,0.7999151463725074
0.9685833333333334,Karpas299,20250120,62.5,0.0,0.9862537123462028
1.0260833333333332,Karpas299,20250120,15.625,0.0,1.0448027153160797
0.9880833333333332,Karpas299,20250120,0.0,0.0,1.0061094611794654
