,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
136,GO_Biological_Process_2025,Negative Regulation of Gluconeogenesis (GO:0045721),1/15,0.041200627604441,0.1428310501592341,0,0,25.883116883116884,82.54907099640234,PGP
137,GO_Biological_Process_2025,Folic Acid-Containing Compound Metabolic Process (GO:0006760),1/15,0.041200627604441,0.1428310501592341,0,0,25.883116883116884,82.54907099640234,SHMT1
138,GO_Biological_Process_2025,Glucose Catabolic Process to Pyruvate (GO:0061718),1/15,0.041200627604441,0.1428310501592341,0,0,25.883116883116884,82.54907099640234,ENO2
139,GO_Biological_Process_2025,Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902229),1/15,0.041200627604441,0.1428310501592341,0,0,25.883116883116884,82.54907099640234,BCL2L1
140,GO_Biological_Process_2025,Canonical Glycolysis (GO:0061621),1/15,0.041200627604441,0.1428310501592341,0,0,25.883116883116884,82.54907099640234,ENO2
141,GO_Biological_Process_2025,Proteinogenic Amino Acid Catabolic Process (GO:0170040),1/15,0.041200627604441,0.1428310501592341,0,0,25.883116883116884,82.54907099640234,SHMT1
142,GO_Biological_Process_2025,Cellular Component Assembly (GO:0022607),3/277,0.0425556840029021,0.1428310501592341,0,0,4.063489877427352,12.82820124621464,PTK2B;PARVB;CD2AP
143,GO_Biological_Process_2025,Tail-Anchored Membrane Protein Insertion Into ER Membrane (GO:0071816),1/16,0.0438872736413355,0.1428310501592341,0,0,24.15636363636364,75.5159546794018,SGTA
144,GO_Biological_Process_2025,Regulation of Establishment of Endothelial Barrier (GO:1903140),1/16,0.0438872736413355,0.1428310501592341,0,0,24.15636363636364,75.5159546794018,CLDN5
145,GO_Biological_Process_2025,Positive Regulation of Lymphocyte Chemotaxis (GO:0140131),1/16,0.0438872736413355,0.1428310501592341,0,0,24.15636363636364,75.5159546794018,PTK2B
146,GO_Biological_Process_2025,Negative Regulation of Monoatomic Ion Transport (GO:0043271),1/16,0.0438872736413355,0.1428310501592341,0,0,24.15636363636364,75.5159546794018,PTK2B
147,GO_Biological_Process_2025,Glycolytic Process Through Glucose-6-Phosphate (GO:0061620),1/16,0.0438872736413355,0.1428310501592341,0,0,24.15636363636364,75.5159546794018,ENO2
148,GO_Biological_Process_2025,Negative Regulation of Release of Cytochrome C From Mitochondria (GO:0090201),1/16,0.0438872736413355,0.1428310501592341,0,0,24.15636363636364,75.5159546794018,BCL2L1
149,GO_Biological_Process_2025,Microtubule Depolymerization (GO:0007019),1/16,0.0438872736413355,0.1428310501592341,0,0,24.15636363636364,75.5159546794018,STMN1
150,GO_Biological_Process_2025,Positive Regulation of ERAD Pathway (GO:1904294),1/16,0.0438872736413355,0.1428310501592341,0,0,24.15636363636364,75.5159546794018,SGTA
